#########################################################################################################
# Evolutionary tracks from the Steam Worlds Evolution model (Aguichine+2024)
# 
# Model summary:
# Earth-like core (32.5% iron-sulfur alloy, 67.5% mantle with Earth-like Fe/Si ratio)
# Pure H2O envelope and pure H2O atmosphere connected at P_b = 1000 bar
# 
# Parameters:
# ST: Stellar Type (M or G), for radiative transfer in the atmosphere
# WMF: Water Mass Fraction, between 0.001 and 1
# T_eq: Equilibrium temperature (K), between 500 K and 700 K
# M_p: Planet mass (M_e), between 0.2 M_E and 20.0 M_E
# Age: Host star age (Gyr), between 0.01 Gyr and 20 Gyr, assuming the planet formed at t_0 = 10 Myr (can be adjusted)
# 
# Model outputs:
# R_p: Planet radius (R_E) at 20 mbar
# R_b: Planet radius (R_E) at 1000 bar
# T_b: Temperature (K) at 1000 bar)
# T_int: Intrinsic temperature (K), nominal values are between 10 K and 400 K
# s_env: Specific entropy of H2O in the envelope (in J/K/kg)
# 
# Sources of energy for the cooling, expressed as luminosities (in W):
# L_env: energy from the H2O envelope (thermal + gravitational)
# L_rad: radiogenic heat produced in the core
# L_core: thermal energy of the core
# L_grav: gravitational energy of the core
# 
# By construction:
# L_env + L_rad + L_core + L_grav = (4 * Pi * R_p**2) * (sigma_SB * T_int**4)
# 
# NB: The last line of each track represents an estimate of the time until "full exhaustion".
#########################################################################################################


#ST    WMF    T_eq          M_p       Age       R_p       R_b       T_b     T_int           s_env         L_env         L_rad        L_core        L_grav
G   0.8000   500.0   0.25485500    0.0300   2.20327   1.45160   2757.61    127.89   2.0747167e+00   1.54722e+16   1.35427e+13   2.08990e+14   8.59172e+14
G   0.8000   500.0   0.25485500    0.0500   2.09353   1.39730   2512.17    102.62   2.1078413e+00   5.93568e+15   1.33982e+13   8.01759e+13   3.29608e+14
G   0.8000   500.0   0.25485500    0.1000   1.99990   1.35067   2268.07     79.36   2.1373146e+00   1.97727e+15   1.30457e+13   2.67079e+13   1.09798e+14
G   0.8000   500.0   0.25485500    0.2000   1.93242   1.31678   2091.08     63.70   2.1593958e+00   7.74142e+14   1.23693e+13   1.04567e+13   4.29881e+13
G   0.8000   500.0   0.25485500    0.5000   1.86347   1.28223   1907.93     48.06   2.1824875e+00   2.32332e+14   1.05461e+13   3.13821e+12   1.29014e+13
G   0.8000   500.0   0.25485500    1.0000   1.82328   1.26219   1801.73     38.61   2.1961706e+00   9.09691e+13   8.09458e+12   1.22876e+12   5.05151e+12
G   0.8000   500.0   0.25485500    2.0000   1.79354   1.24744   1723.06     30.47   2.2063797e+00   3.30574e+13   4.79571e+12   4.46520e+11   1.83567e+12
G   0.8000   500.0   0.25485500    5.0000   1.77045   1.23602   1664.01     20.30   2.2143603e+00   6.73897e+12   1.05472e+12   9.10262e+10   3.74215e+11
G   0.8000   500.0   0.25485500   10.0000   1.76464   1.23316   1647.89     11.67   2.2163793e+00   1.19493e+12   1.73058e+11   1.61404e+10   6.63542e+10
G   0.8000   500.0   0.25485500   20.0000   1.76365   1.23268   1645.11     10.00   2.2167200e+00   4.19099e+04   2.78520e+10   5.66095e+02   2.32725e+03
G   0.8000   500.0   0.25485500  9.95e+02   1.67512   1.14414   1640.35      0.00   2.2167200e+00   0.00000e+00   1.61755e+08   0.00000e+00   0.00000e+00

G   0.8000   500.0   0.32475535    0.0100   3.81112   2.29119   6563.86    639.55   1.7835600e+00   0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00
G   0.8000   500.0   0.32475535    0.0101   3.33166   2.07795   5335.31    471.01   1.8684113e+00   5.80487e+18   1.74413e+13   8.14832e+16   3.40710e+17
G   0.8000   500.0   0.32475535    0.0105   2.90325   1.87631   4385.67    341.45   1.9570709e+00   1.30824e+18   1.74376e+13   1.83638e+16   7.67856e+16
G   0.8000   500.0   0.32475535    0.0110   2.71779   1.78646   4019.38    291.83   1.9996885e+00   6.33115e+17   1.74329e+13   8.88706e+15   3.71599e+16
G   0.8000   500.0   0.32475535    0.0120   2.54375   1.70112   3700.59    248.91   2.0422087e+00   3.04007e+17   1.74236e+13   4.26736e+15   1.78433e+16
G   0.8000   500.0   0.32475535    0.0150   2.32850   1.59467   3338.98    200.66   2.0983344e+00   1.12904e+17   1.73959e+13   1.58483e+15   6.62675e+15
G   0.8000   500.0   0.32475535    0.0200   2.19689   1.52885   2974.80    159.42   2.1349509e+00   4.12648e+16   1.73492e+13   5.79235e+14   2.42198e+15
G   0.8000   500.0   0.32475535    0.0300   2.09488   1.47769   2715.21    129.68   2.1645105e+00   1.68906e+16   1.72569e+13   2.37094e+14   9.91374e+14
G   0.8000   500.0   0.32475535    0.0500   2.01049   1.43536   2492.73    105.42   2.1897576e+00   6.94860e+15   1.70734e+13   9.75378e+13   4.07840e+14
G   0.8000   500.0   0.32475535    0.1000   1.93156   1.39529   2266.30     82.81   2.2143515e+00   2.49328e+15   1.66243e+13   3.49983e+13   1.46340e+14
G   0.8000   500.0   0.32475535    0.2000   1.87211   1.36487   2092.51     66.59   2.2334995e+00   9.90097e+14   1.57618e+13   1.38980e+13   5.81125e+13
G   0.8000   500.0   0.32475535    0.5000   1.81068   1.33347   1911.18     50.34   2.2537084e+00   3.01781e+14   1.34402e+13   4.23611e+12   1.77127e+13
G   0.8000   500.0   0.32475535    1.0000   1.77453   1.31507   1806.54     40.63   2.2657829e+00   1.20592e+14   1.03188e+13   1.69275e+12   7.07798e+12
G   0.8000   500.0   0.32475535    2.0000   1.74758   1.30141   1728.40     31.73   2.2748456e+00   4.23581e+13   6.11632e+12   5.94583e+11   2.48616e+12
G   0.8000   500.0   0.32475535    5.0000   1.72785   1.29145   1668.93     20.43   2.2815239e+00   7.46063e+12   1.36039e+12   1.04725e+11   4.37893e+11
G   0.8000   500.0   0.32475535   10.0000   1.72308   1.28904   1656.45     12.07   2.2831393e+00   1.18858e+12   1.65292e+11   1.66841e+10   6.97622e+10
G   0.8000   500.0   0.32475535   20.0000   1.72202   1.28851   1653.79     10.00   2.2835000e+00   4.52507e+04   3.62983e+10   6.35186e+02   2.65594e+03
G   0.8000   500.0   0.32475535  1.27e+03   1.63520   1.20170   1649.92      0.00   2.2835000e+00   0.00000e+00   2.06120e+08   0.00000e+00   0.00000e+00

G   0.8000   500.0   0.41382762    0.0100   3.58355   2.27028   6563.86    661.26   1.8967800e+00   0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00
G   0.8000   500.0   0.41382762    0.0101   3.17966   2.09016   5412.79    499.83   1.9685827e+00   7.41644e+18   2.22251e+13   1.07241e+17   4.63686e+17
G   0.8000   500.0   0.41382762    0.0105   2.78407   1.90320   4430.81    362.65   2.0499741e+00   1.70524e+18   2.22203e+13   2.46575e+16   1.06614e+17
G   0.8000   500.0   0.41382762    0.0110   2.61431   1.82034   4055.01    310.44   2.0886367e+00   8.37982e+17   2.22143e+13   1.21171e+16   5.23918e+16
G   0.8000   500.0   0.41382762    0.0120   2.45297   1.74044   3723.70    264.62   2.1276191e+00   4.04614e+17   2.22025e+13   5.85066e+15   2.52970e+16
G   0.8000   500.0   0.41382762    0.0150   2.25257   1.64008   3346.50    212.81   2.1792193e+00   1.50407e+17   2.21671e+13   2.17487e+15   9.40366e+15
G   0.8000   500.0   0.41382762    0.0200   2.12174   1.57375   3007.61    171.09   2.2150727e+00   5.77601e+16   2.21075e+13   8.35203e+14   3.61124e+15
G   0.8000   500.0   0.41382762    0.0300   2.02509   1.52436   2725.95    137.50   2.2427678e+00   2.26235e+16   2.19900e+13   3.27133e+14   1.41445e+15
G   0.8000   500.0   0.41382762    0.0500   1.94718   1.48442   2503.57    111.49   2.2658286e+00   9.26225e+15   2.17562e+13   1.33931e+14   5.79089e+14
G   0.8000   500.0   0.41382762    0.1000   1.87470   1.44678   2273.82     87.31   2.2881399e+00   3.29961e+15   2.11839e+13   4.77120e+13   2.06296e+14
G   0.8000   500.0   0.41382762    0.2000   1.82398   1.41837   2097.56     69.93   2.3053588e+00   1.29607e+15   2.00850e+13   1.87410e+13   8.10320e+13
G   0.8000   500.0   0.41382762    0.5000   1.78052   1.38937   1916.81     52.86   2.3233028e+00   3.96945e+14   1.71276e+13   5.73978e+12   2.48176e+13
G   0.8000   500.0   0.41382762    1.0000   1.75490   1.37232   1811.36     42.39   2.3340332e+00   1.55242e+14   1.31487e+13   2.24478e+12   9.70594e+12
G   0.8000   500.0   0.41382762    2.0000   1.73601   1.35978   1734.49     32.98   2.3420036e+00   5.39654e+13   7.80210e+12   7.80333e+11   3.37399e+12
G   0.8000   500.0   0.41382762    5.0000   1.72191   1.35044   1677.67     21.35   2.3479895e+00   9.81322e+12   1.76079e+12   1.41898e+11   6.13536e+11
G   0.8000   500.0   0.41382762   10.0000   1.71871   1.34833   1664.12     12.36   2.3493541e+00   2.02993e+12   3.77213e+11   2.93526e+10   1.26914e+11
G   0.8000   500.0   0.41382762   20.0000   1.71813   1.34794   1661.57     10.00   2.3496000e+00   8.87081e+04   2.12628e+11   1.28271e+03   5.54615e+03
G   0.8000   500.0   0.41382762  1.60e+03   1.63314   1.26295   1658.51      0.00   2.3496000e+00   0.00000e+00   2.62654e+08   0.00000e+00   0.00000e+00

G   0.8000   500.0   0.52733018    0.0100   3.17194   2.14628   6563.86    691.91   2.0508300e+00   0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00
G   0.8000   500.0   0.52733018    0.0101   2.85122   2.00821   5373.87    518.62   2.1085842e+00   7.90357e+18   2.83208e+13   1.19730e+17   5.18348e+17
G   0.8000   500.0   0.52733018    0.0105   2.54246   1.86565   4370.87    372.74   2.1725477e+00   1.82149e+18   2.83147e+13   2.75935e+16   1.19461e+17
G   0.8000   500.0   0.52733018    0.0110   2.41254   1.80315   3992.91    317.91   2.2021423e+00   9.00721e+17   2.83072e+13   1.36449e+16   5.90728e+16
G   0.8000   500.0   0.52733018    0.0120   2.28859   1.74231   3657.29    269.34   2.2319563e+00   4.33485e+17   2.82921e+13   6.56682e+15   2.84297e+16
G   0.8000   500.0   0.52733018    0.0150   2.13627   1.66619   3277.71    214.60   2.2707560e+00   1.59911e+17   2.82469e+13   2.42248e+15   1.04876e+16
G   0.8000   500.0   0.52733018    0.0200   2.03626   1.61472   2976.38    175.41   2.2980116e+00   6.69307e+16   2.81712e+13   1.01393e+15   4.38958e+15
G   0.8000   500.0   0.52733018    0.0300   1.97097   1.57283   2713.47    142.55   2.3208429e+00   2.77303e+16   2.80214e+13   4.20082e+14   1.81866e+15
G   0.8000   500.0   0.52733018    0.0500   1.91738   1.53756   2503.03    116.36   2.3405475e+00   1.17495e+16   2.77234e+13   1.77991e+14   7.70576e+14
G   0.8000   500.0   0.52733018    0.1000   1.86642   1.50349   2277.37     91.28   2.3600021e+00   4.24387e+15   2.69944e+13   6.42899e+13   2.78330e+14
G   0.8000   500.0   0.52733018    0.2000   1.82788   1.47751   2103.02     73.24   2.3751535e+00   1.68624e+15   2.55941e+13   2.55446e+13   1.10590e+14
G   0.8000   500.0   0.52733018    0.5000   1.78804   1.45057   1922.68     55.28   2.3911282e+00   5.16377e+14   2.18227e+13   7.82253e+12   3.38660e+13
G   0.8000   500.0   0.52733018    1.0000   1.76480   1.43487   1817.32     44.21   2.4005831e+00   2.00576e+14   1.67580e+13   3.03850e+12   1.31546e+13
G   0.8000   500.0   0.52733018    2.0000   1.74772   1.42336   1739.54     34.12   2.4075736e+00   6.75403e+13   9.94128e+12   1.02316e+12   4.42956e+12
G   0.8000   500.0   0.52733018    5.0000   1.73525   1.41497   1685.63     22.22   2.4127149e+00   1.28578e+13   2.29386e+12   1.94781e+11   8.43263e+11
G   0.8000   500.0   0.52733018   10.0000   1.73190   1.41272   1670.94     12.20   2.4140957e+00   1.66486e+12   2.70624e+11   2.52208e+10   1.09188e+11
G   0.8000   500.0   0.52733018   20.0000   1.73148   1.41244   1668.92     10.00   2.4142700e+00   5.52775e+04   2.97420e+10   8.37392e+02   3.62531e+03
G   0.8000   500.0   0.52733018  2.01e+03   1.64860   1.32955   1666.90      0.00   2.4142700e+00   0.00000e+00   3.34693e+08   0.00000e+00   0.00000e+00

G   0.8000   500.0   0.67196366    0.0100   2.96973   2.14561   6563.86    713.71   2.1563700e+00   0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00
G   0.8000   500.0   0.67196366    0.0101   2.70557   2.02987   5432.38    545.37   2.2045352e+00   9.82617e+18   3.60886e+13   1.49529e+17   6.92816e+17
G   0.8000   500.0   0.67196366    0.0105   2.43364   1.90208   4408.13    393.06   2.2610098e+00   2.32955e+18   3.60808e+13   3.54497e+16   1.64250e+17
G   0.8000   500.0   0.67196366    0.0110   2.31705   1.84486   4014.93    334.68   2.2875423e+00   1.15235e+18   3.60711e+13   1.75358e+16   8.12493e+16
G   0.8000   500.0   0.67196366    0.0120   2.21675   1.78915   3666.68    283.14   2.3141768e+00   5.55440e+17   3.60519e+13   8.45235e+15   3.91625e+16
G   0.8000   500.0   0.67196366    0.0150   2.10603   1.71982   3276.15    224.93   2.3484985e+00   2.04647e+17   3.59943e+13   3.11419e+15   1.44291e+16
G   0.8000   500.0   0.67196366    0.0200   2.03191   1.67215   2994.09    185.04   2.3729167e+00   8.84673e+16   3.58978e+13   1.34624e+15   6.23758e+15
G   0.8000   500.0   0.67196366    0.0300   1.97305   1.63298   2721.41    149.76   2.3935042e+00   3.62340e+16   3.57068e+13   5.51387e+14   2.55476e+15
G   0.8000   500.0   0.67196366    0.0500   1.92401   1.60024   2510.26    122.18   2.4110977e+00   1.54247e+16   3.53286e+13   2.34724e+14   1.08755e+15
G   0.8000   500.0   0.67196366    0.1000   1.87679   1.56826   2286.44     95.99   2.4286324e+00   5.62016e+15   3.43980e+13   8.55242e+13   3.96262e+14
G   0.8000   500.0   0.67196366    0.2000   1.84101   1.54379   2110.85     76.91   2.4422953e+00   2.22917e+15   3.26134e+13   3.39221e+13   1.57172e+14
G   0.8000   500.0   0.67196366    0.5000   1.80409   1.51846   1929.28     57.98   2.4566559e+00   6.82906e+14   2.78051e+13   1.03921e+13   4.81498e+13
G   0.8000   500.0   0.67196366    1.0000   1.78267   1.50379   1822.24     46.18   2.4650967e+00   2.62038e+14   2.13543e+13   3.98753e+12   1.84755e+13
G   0.8000   500.0   0.67196366    2.0000   1.76691   1.49299   1745.67     35.73   2.4713547e+00   8.97833e+13   1.26745e+13   1.36627e+12   6.33037e+12
G   0.8000   500.0   0.67196366    5.0000   1.75560   1.48527   1690.58     22.44   2.4758582e+00   1.48113e+13   2.93440e+12   2.25390e+11   1.04431e+12
G   0.8000   500.0   0.67196366   10.0000   1.75318   1.48362   1678.15     12.75   2.4768260e+00   3.71694e+12   6.66970e+11   5.65622e+10   2.62071e+11
G   0.8000   500.0   0.67196366   20.0000   1.75279   1.48335   1676.04     10.00   2.4769800e+00   1.61315e+05   4.06332e+11   2.45480e+03   1.13739e+04
G   0.8000   500.0   0.67196366  2.51e+03   1.67160   1.40216   1675.31      0.00   2.4769800e+00   0.00000e+00   4.26491e+08   0.00000e+00   0.00000e+00

G   0.8000   500.0   0.85626648    0.0100   2.79029   2.15981   6563.86    734.89   2.2559000e+00   0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00
G   0.8000   500.0   0.85626648    0.0101   2.57505   2.06258   5491.71    572.13   2.2959060e+00   1.22463e+19   4.59868e+13   1.89490e+17   9.02151e+17
G   0.8000   500.0   0.85626648    0.0105   2.37466   1.94742   4445.87    415.02   2.3458155e+00   3.02413e+18   4.59769e+13   4.67930e+16   2.22779e+17
G   0.8000   500.0   0.85626648    0.0110   2.28712   1.89418   4032.70    352.20   2.3698843e+00   1.48475e+18   4.59645e+13   2.29738e+16   1.09377e+17
G   0.8000   500.0   0.85626648    0.0120   2.20546   1.84352   3676.10    297.50   2.3934353e+00   7.16431e+17   4.59401e+13   1.10855e+16   5.27773e+16
G   0.8000   500.0   0.85626648    0.0150   2.10530   1.78019   3275.37    235.37   2.4237926e+00   2.62019e+17   4.58667e+13   4.05427e+15   1.93021e+16
G   0.8000   500.0   0.85626648    0.0200   2.03754   1.73649   3013.34    195.18   2.4453893e+00   1.17699e+17   4.57436e+13   1.82118e+15   8.67054e+15
G   0.8000   500.0   0.85626648    0.0300   1.98303   1.69957   2732.22    157.60   2.4640523e+00   4.79667e+16   4.55002e+13   7.42197e+14   3.53356e+15
G   0.8000   500.0   0.85626648    0.0500   1.93778   1.66881   2515.69    128.39   2.4799158e+00   2.03823e+16   4.50180e+13   3.15379e+14   1.50150e+15
G   0.8000   500.0   0.85626648    0.1000   1.89368   1.63851   2295.19    100.87   2.4958308e+00   7.46024e+15   4.38322e+13   1.15434e+14   5.49573e+14
G   0.8000   500.0   0.85626648    0.2000   1.86264   1.61556   2117.10     80.57   2.5080874e+00   2.93353e+15   4.15591e+13   4.53911e+13   2.16104e+14
G   0.8000   500.0   0.85626648    0.5000   1.83156   1.59171   1936.45     60.88   2.5210003e+00   9.10451e+14   3.54375e+13   1.40876e+13   6.70702e+13
G   0.8000   500.0   0.85626648    1.0000   1.81341   1.57778   1828.77     48.50   2.5286417e+00   3.51503e+14   2.71986e+13   5.43887e+12   2.58941e+13
G   0.8000   500.0   0.85626648    2.0000   1.80031   1.56772   1751.46     37.41   2.5341950e+00   1.19915e+14   1.61781e+13   1.85546e+12   8.83376e+12
G   0.8000   500.0   0.85626648    5.0000   1.79094   1.56054   1695.48     22.40   2.5381807e+00   1.64207e+13   3.70112e+12   2.54080e+11   1.20966e+12
G   0.8000   500.0   0.85626648   10.0000   1.78947   1.55942   1686.95     15.43   2.5388065e+00   6.00182e+12   1.49237e+12   9.28673e+10   4.42136e+11
G   0.8000   500.0   0.85626648   20.0000   1.78862   1.55876   1683.56     10.00   2.5391700e+00   2.59279e+05   1.01307e+12   4.01187e+03   1.91003e+04
G   0.8000   500.0   0.85626648  3.11e+03   1.70902   1.47916   1683.96      0.00   2.5391700e+00   0.00000e+00   5.43467e+08   0.00000e+00   0.00000e+00

G   0.8000   500.0   1.09111896    0.0100   2.68402   2.18983   6563.86    761.02   2.3491800e+00   0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00
G   0.8000   500.0   1.09111896    0.0101   2.53031   2.10386   5511.66    599.24   2.3839665e+00   1.52488e+19   5.85998e+13   2.38075e+17   1.20745e+18
G   0.8000   500.0   1.09111896    0.0105   2.35469   1.99982   4461.17    435.37   2.4280122e+00   3.84133e+18   5.85872e+13   5.99734e+16   3.04168e+17
G   0.8000   500.0   1.09111896    0.0110   2.27660   1.95172   4046.05    369.76   2.4491667e+00   1.90456e+18   5.85716e+13   2.97353e+16   1.50809e+17
G   0.8000   500.0   1.09111896    0.0120   2.20235   1.90500   3680.82    311.55   2.4702076e+00   9.14977e+17   5.85403e+13   1.42852e+16   7.24506e+16
G   0.8000   500.0   1.09111896    0.0150   2.11197   1.84697   3273.81    246.01   2.4970750e+00   3.34806e+17   5.84467e+13   5.22722e+15   2.65110e+16
G   0.8000   500.0   1.09111896    0.0200   2.05476   1.80689   3019.18    204.46   2.5161294e+00   1.53042e+17   5.82910e+13   2.38940e+15   1.21183e+16
G   0.8000   500.0   1.09111896    0.0300   2.00833   1.77208   2742.90    165.52   2.5330297e+00   6.31106e+16   5.79796e+13   9.85325e+14   4.99728e+15
G   0.8000   500.0   1.09111896    0.0500   1.97002   1.74307   2521.87    134.70   2.5473673e+00   2.67997e+16   5.73650e+13   4.18415e+14   2.12208e+15
G   0.8000   500.0   1.09111896    0.1000   1.93261   1.71450   2304.63    105.93   2.5617217e+00   9.88275e+15   5.58545e+13   1.54296e+14   7.82546e+14
G   0.8000   500.0   1.09111896    0.2000   1.90453   1.69278   2125.13     84.49   2.5727888e+00   3.87755e+15   5.29594e+13   6.05390e+13   3.07036e+14
G   0.8000   500.0   1.09111896    0.5000   1.87564   1.67037   1942.83     63.65   2.5843729e+00   1.19340e+15   4.51601e+13   1.86322e+13   9.44971e+13
G   0.8000   500.0   1.09111896    1.0000   1.85868   1.65720   1835.49     50.83   2.5912482e+00   4.65284e+14   3.46668e+13   7.26433e+12   3.68426e+13
G   0.8000   500.0   1.09111896    2.0000   1.84618   1.64750   1759.17     39.70   2.5963489e+00   1.67280e+14   2.05469e+13   2.61168e+12   1.32457e+13
G   0.8000   500.0   1.09111896    5.0000   1.83790   1.64108   1703.37     23.64   2.5997333e+00   2.33074e+13   4.89210e+12   3.63892e+11   1.84555e+12
G   0.8000   500.0   1.09111896   10.0000   1.83603   1.63958   1693.36     14.28   2.6005258e+00   5.39702e+12   7.13026e+11   8.42620e+10   4.27353e+11
G   0.8000   500.0   1.09111896   20.0000   1.83548   1.63914   1691.26     10.00   2.6007600e+00   1.95001e+05   1.57654e+11   3.04448e+03   1.54407e+04
G   0.8000   500.0   1.09111896  3.87e+03   1.75747   1.56112   1690.99      0.00   2.6007600e+00   0.00000e+00   6.92527e+08   0.00000e+00   0.00000e+00

G   0.8000   500.0   1.39038559    0.0100   2.63583   2.23218   6563.86    792.50   2.4378000e+00   0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00
G   0.8000   500.0   1.39038559    0.0101   2.50176   2.15571   5531.71    627.41   2.4680770e+00   1.91700e+19   7.46723e+13   3.02619e+17   1.58738e+18
G   0.8000   500.0   1.39038559    0.0105   2.34494   2.05958   4461.17    453.75   2.5077032e+00   4.79000e+18   7.46560e+13   7.56155e+16   3.96638e+17
G   0.8000   500.0   1.39038559    0.0110   2.28143   2.01637   4050.53    386.16   2.5261238e+00   2.40970e+18   7.46363e+13   3.80398e+16   1.99536e+17
G   0.8000   500.0   1.39038559    0.0120   2.21953   1.97342   3680.82    324.83   2.5448179e+00   1.15619e+18   7.45964e+13   1.82518e+16   9.57391e+16
G   0.8000   500.0   1.39038559    0.0150   2.14438   1.92028   3270.71    256.14   2.5685282e+00   4.23764e+17   7.44771e+13   6.68959e+15   3.50900e+16
G   0.8000   500.0   1.39038559    0.0200   2.09318   1.88351   3013.80    212.69   2.5853228e+00   1.94033e+17   7.42787e+13   3.06302e+15   1.60670e+16
G   0.8000   500.0   1.39038559    0.0300   2.04978   1.85086   2751.36    173.19   2.6005093e+00   8.22282e+16   7.38819e+13   1.29807e+15   6.80895e+15
G   0.8000   500.0   1.39038559    0.0500   2.01569   1.82347   2526.24    140.83   2.6134589e+00   3.49078e+16   7.30986e+13   5.51059e+14   2.89056e+15
G   0.8000   500.0   1.39038559    0.1000   1.98223   1.79642   2313.48    111.06   2.6264405e+00   1.30707e+16   7.11761e+13   2.06335e+14   1.08232e+15
G   0.8000   500.0   1.39038559    0.2000   1.95683   1.77563   2135.65     88.85   2.6365546e+00   5.20013e+15   6.74765e+13   8.20898e+13   4.30599e+14
G   0.8000   500.0   1.39038559    0.5000   1.93063   1.75410   1949.57     66.59   2.6471518e+00   1.57370e+15   5.75337e+13   2.48426e+13   1.30311e+14
G   0.8000   500.0   1.39038559    1.0000   1.91542   1.74160   1842.13     53.08   2.6533673e+00   6.10667e+14   4.41856e+13   9.64006e+12   5.05666e+13
